title,lokasi,harga,kamar_tidur,luas_bangunan_m2,luas_tanah_m2
Kana Park Cluster Kano Tipe 33,"Legok, Tangerang",Rp503.990.000,2,33 m²,50 m²
Suta Kasa Tipe Siena,Tangerang,Rp724.170.000,1,33 m²,60 m²
Kebayoran Piazza Tipe Azzola,"Pondok Aren, Tangerang",Rp3.474.000.000,3,143 m²,97 m²
Paramount Land - Cluster Pasadena Tipe L10,"Pagedangan, Tangerang",Rp7.068.500.000,4,218 m²,180 m²
Golden Park 2 Tipe Jasmine,"Cisauk, Tangerang",Rp1.335.450.900,3,68 m²,90 m²
Winston Residence Tipe Witney,"Cisauk, Tangerang",Rp1.020.000.000,2,50 m²,50 m²
Paramount Land - Matera Residence Tipe 12 x 25,"Pagedangan, Tangerang",Rp12.970.400.000,4,432 m²,300 m²
Magnolia Residence Tipe Yellow,"Jatiuwung, Tangerang",,2,86 m²,75 m²
Sinar Mitbana Mas - Hiera Tipe 8,"Pagedangan, Tangerang",Rp3.900.000.000,4,166 m²,128 m²
Paramount Land - Fresco Cluster Trimezia Tipe L6,"Gading Serpong, Tangerang",Rp2.482.500.000,3,63 m²,140 m²
Kota Sutera - Cluster Rotterdam 36/60,"Pasar Kemis, Tangerang",Rp535.700.000,3,36 m²,60 m²
Golden Flower Legok Tipe Amaryllis Premium,"Pagedangan, Tangerang",Rp532.000.000,2,31 m²,50 m²
Graha Raya Cluster Fortune Garden Tipe Lantana,"Ciledug, Tangerang",Rp1.385.100.000,3,67 m²,60 m²
Gladiola Residence Tipe 96/84,"Larangan, Tangerang",Rp1.514.916.667,2,96 m²,84 m²
Grand Batavia Cluster Amore Tipe Alamanda,"Pasar Kemis, Tangerang",Rp667.937.951,3,63 m²,72 m²
Grand Batavia 2 Cluster Sirena Tipe Althea,"Pasar Kemis, Tangerang",Rp553.699.580,2,45 m²,60 m²
Kota Sutera - Cluster Britania Tipe 42,"Pasar Kemis, Tangerang",Rp483.600.000,2,42 m²,72 m²
Naira Residence 2 Lake View Tipe Como-A,"Cisauk, Tangerang",Rp1.080.000.000,3,60 m²,70 m²
Sinar Mitbana Mas - Hiera Tipe 7,"Pagedangan, Tangerang",Rp2.800.000.000,3,118 m²,98 m²
Kebayoran Piazza Tipe Pinnata,"Pondok Aren, Tangerang",Rp3.518.000.000,2,73 m²,67 m²
Cendana Botanic Type 2B,"Kelapa Dua, Tangerang",Rp985.883.088,3,68 m²,74 m²
Cendana Gard’n Tipe 2 Residence,"Cibodas, Tangerang",Rp1.020.327.539,3,68 m²,83 m²
Giantara Serpong City Tipe Maira,"Cisauk, Tangerang",Rp1.328.634.000,3,89 m²,72 m²
Cendana Gard’n Tipe 1 Villa,"Cibodas, Tangerang",Rp757.428.051,2,55 m²,60 m²
Golden Park 2 Tipe Cananga,"Cisauk, Tangerang",Rp1.295.750.000,2,54 m²,94 m²
BSD City - Enchante Tipe Lavish,"Lengkong Kulon, Tangerang",Rp16.067.946.000,4,480 m²,300 m²
BSD City - Enchante Tipe Magnifique,"Lengkong Wetan, Tangerang",Rp12.896.762.000,4,398 m²,220 m²
Parkville - Cluster Toscana Tipe Viola,Tangerang,Rp1.110.000.000,3,66 m²,60 m²
Golden Park 3 Tipe Hermes,"Cisauk, Tangerang",Rp1.020.400.000,3,58 m²,60 m²
Panorama Sepatan 1 Tipe 50/50,"Sepatan Timur, Tangerang",Rp592.650.000,2,50 m²,50 m²
Paramount Land - Fresco Cluster Trimezia Tipe L7,"Gading Serpong, Tangerang",Rp3.765.400.000,3,126 m²,193 m²
JUAL CEPAT rumah nempel bintaro sektor 9 lokasi strategis,"Pondok Aren, Tangerang",Rp1.350.000.000,3,136 m²,154 m²
JUAL CEPAT - rumah stasiun pondok ranji dekat bintaro sektor 2,"Pondok Ranji, Tangerang",Rp1.600.000.000,3,96 m²,160 m²
Golden Park 3 Tipe Luna,"Cisauk, Tangerang",Rp1.319.000.000,3,76 m²,84 m²
Golden Park 3 Tipe Artemis,"Cisauk, Tangerang",Rp1.035.000.000,2,68 m²,60 m²
Golden Park 2 Tipe Viola,"Cisauk, Tangerang",Rp700.980.700,2,45 m²,40 m²
Golden Park 2 Tipe Cananga,"Cisauk, Tangerang",Rp1.322.990.650,2,66 m²,94 m²
RUMAH 3 LANTAI TERRAVIA ADORA PRIMES 7 X 12 BSD CITY ADA ROOF TOP,"Pagedangan, Tangerang",Rp2.745.192.625,5,144 m²,84 m²
Rumah Minimalis di Fleekhauz R Tangerang bisa KPR bebas banjir J-17344,"Gading Serpong, Tangerang",Rp1.300.000.000,2,45 m²,48 m²
Dijual Rumah American style,"Pondok Aren, Tangerang",Rp1.550.000.000,4,160 m²,72 m²
The Grand Mansion Cisauk Tipe Classic,"Cisauk, Tangerang",Rp1.000.000.000,2,97 m²,65 m²
The Grand Mansion Cisauk Tipe Deluxe,"Cisauk, Tangerang",Rp1.000.000.000,3,128 m²,82 m²
Jual Super Cepaf BUB Rumah Di Pinang Sudimara Tangerang,"Sudimara Pinang, Tangerang",Rp1.800.000.000,3,70 m²,320 m²
"Dijual Rumah Murah Lokasi Strategis Buana Gardenia Pinang, Tangerang","Pinang, Tangerang",Rp799.900.000,3,100 m²,108 m²
"Rumah murah di Lippo Karawaci, Taman Ubud Indah Tangerang","Karawaci, Tangerang",Rp1.700.000.000,3,170 m²,120 m²
Rumah Murah di Gondrong cipondoh,"Cipondoh, Tangerang",Rp550.000.000,2,39 m²,51 m²
Rumah Murah Dekat Bandara (Bukan Bangunan Subsidi) Rumah SHM,"Sepatan Timur, Tangerang",Rp320.000.000,2,50 m²,75 m²
Dijual Cepat Rumah Modern Minimalis 1.5 Lantai di Modernland Tangerang,"Cikokol, Tangerang",Rp1.600.000.000,3,150 m²,112 m²
Cluster Oxalis Tipe B – Metland Puri,"Cipondoh, Tangerang",Rp1.325.000.000,3,58 m²,55 m²
Cluster The Northbend Tipe 7x12 – Metland Cyber City,"Karang Tengah, Tangerang",Rp2.271.475.298,3,86 m²,84 m²
Paramount Land - Fresco Cluster Trimezia Tipe L7,"Gading Serpong, Tangerang",Rp3.765.400.000,3,126 m²,193 m²
Park Serpong Tipe X,"Legok, Tangerang",Rp953.040.408,3,60 m²,118 m²
Summarecon Serpong Cluster Heron Tipe 11x19 Standar,"Pagedangan, Tangerang",Rp6.718.000.000,3,259 m²,209 m²
PIK 2 - Villa Pasir Putih 5 Tipe 8x12.5,"Dadap, Tangerang",Rp4.079.000.000,3,142 m²,100 m²
Park Serpong Tipe Cendana,"Legok, Tangerang",Rp719.000.000,2,55 m²,60 m²
Ayodhya Garden Tipe Clover 7x16,"Cikokol, Tangerang",Rp2.695.000.000,4,138 m²,112 m²
Myza – BSD City Tipe 41/30 Flathouse,"Pagedangan, Tangerang",Rp1.056.933.000,1,41 m²,30 m²
Cendana Botanic Tipe Villa,"Bojong Nangka, Tangerang",Rp846.141.527,2,55 m²,60 m²
Panorama Sepatan 1 Tipe 50/55,"Sepatan Timur, Tangerang",Rp621.100.000,2,50 m²,55 m²
Kana Park Cluster Maru Tipe 39,Tangerang,Rp643.621.120,2,39 m²,72 m²
Golden Park 3 Tipe Hera,"Cisauk, Tangerang",Rp695.800.000,3,59 m²,55 m²
Golden Flower Legok Tipe Chrysant,"Pagedangan, Tangerang",Rp826.000.000,3,47 m²,84 m²
Daru Metropolis Cluster Illinois Tipe 36/96,"Jambe, Tangerang",Rp376.000.000,2,36 m²,96 m²
Heritage Residence at Puri 11 Tipe The 9,"Karang Tengah, Tangerang",Rp4.489.892.473,4,220 m²,122 m²
Golden Flower Legok Tipe Amaryllis Basic Plus,"Pagedangan, Tangerang",Rp501.000.000,1,21 m²,60 m²
BSD City - Quantis Signature Tipe 8,"Pagedangan, Tangerang",Rp5.373.547.000,4,146 m²,112 m²
BSD City - The Ostara Tipe Lumina 5,"Pagedangan, Tangerang",Rp1.864.299.000,2,62 m²,50 m²
Golden Park 2 Tipe Cananga,"Cisauk, Tangerang",Rp1.295.750.000,2,54 m²,94 m²
Summarecon Serpong Cluster Leonora Tipe 7,Tangerang,Rp1.886.680.000,3,92 m²,84 m²
Green House Serpong Tipe 52/55,"Cisauk, Tangerang",Rp644.750.000,3,52 m²,55 m²
Golden Vista Tipe Lugano,"Legok, Tangerang",Rp573.021.795,2,37 m²,72 m²
Summarecon Serpong Cluster Heron Tipe 9x16 Standar,"Pagedangan, Tangerang",Rp4.681.000.000,3,207 m²,144 m²
Park Serpong Tipe Z,"Legok, Tangerang",Rp299.000.000,1,29 m²,28 m²
Aspen Park Tipe 5 x 12 Attic,"Gading Serpong, Tangerang",Rp1.314.000.000,2,90 m²,60 m²
Graha Raya Cluster Fortune Garden Tipe Alamanda,"Ciledug, Tangerang",Rp1.370.800.000,3,60 m²,63 m²
Summarecon Serpong Cluster Heron Tipe 11x19 Premium Hook,"Pagedangan, Tangerang",Rp7.854.000.000,4,278 m²,264 m²
Summarecon Serpong Cluster Heron Tipe 11x16 Premium Hook,"Pagedangan, Tangerang",Rp6.474.000.000,4,251 m²,222 m²
BSD City - Layton at Nava Park Tipe 15,"Pagedangan, Tangerang",Rp19.005.300.000,5,544 m²,375 m²
Paramount Land - Matera Residence Tipe 12 x 20,"Pagedangan, Tangerang",Rp10.120.000.000,4,342 m²,240 m²
Golden Kencana Tangerang Tipe Aurum Basic/Plus,"Curug, Tangerang",Rp599.000.000,2,33 m²,50 m²
"Zena Co Living Tipe 103/35 – Zena Exclusive Shared House, BSD City","Pagedangan, Tangerang",Rp1.830.000.000,3,103 m²,35 m²
Cluster The Northbend Tipe 8x12 – Metland Cyber City,"Karang Tengah, Tangerang",Rp2.627.503.270,4,102 m²,96 m²
Tanakayu Vasya – BSD City Tipe 7,"Pagedangan, Tangerang",Rp3.352.955.000,3,137 m²,84 m²
Rumah Kontrakan Strategis 23 Unit di Area Kavling Pabrik Tangerang,"Pinang, Tangerang",Rp4.749.990.000,23,800 m²,1000 m²
Golden Park 3 Tipe Rhea Premium Plus Hook,"Cisauk, Tangerang",Rp1.199.000.000,3,52 m²,92 m²
Rumah Strategis Siap Huni hanya 10 menit ke Stasiun Poris KPR J-18621,"Cipondoh, Tangerang",Rp1.040.000.000,2,72 m²,72 m²
Rumah Minimalis Strategis 15 menit ke Stasiun Poris Bisa KPR J-19823,"Cipondoh, Tangerang",Rp1.180.000.000,3,104 m²,72 m²
Ayodhya Garden Tipe Clover 7x16,"Cikokol, Tangerang",Rp2.695.000.000,4,138 m²,112 m²
"Dijual rumah pribadi, besar dan kokoh di lokasi strategis .","Karang Tengah, Tangerang",Rp1.800.000.000,5,150 m²,169 m²
Rumah Strategis Dekat ke Gerbang Tol Karang Tengah Barat 2  J-20038,"Cipondoh, Tangerang",Rp690.000.000,2,50 m²,66 m²
Golden Park 3 Tipe Oryza Mezzanine,"Cisauk, Tangerang",Rp853.860.000,2,39 m²,60 m²
Jual rumah siap huni dipondok bahar dekat pintu tol,"Karang Tengah, Tangerang",Rp650.000.000,2,60 m²,60 m²
Dijual Harga Nego Rumah Di Taman Ubud Karawaci Tangerang,"Karawaci, Tangerang",Rp1.050.000.000,4,144 m²,66 m²
Rumah Seken di Serpong Lagoon Gratis Renovasi Dekat stasiun J-20053,"Cisauk, Tangerang",Rp960.000.000,2,58 m²,84 m²
Rumah subsidi murah dekat stasiun,"Tigaraksa, Tangerang",Rp181.000.000,2,30 m²,60 m²
Rumah Murah Elegant dekat bandara,"Sepatan, Tangerang",Rp600.000.000,2,51 m²,60 m²
Rumah Siap Nego di Forest Hill Cluster The Arcadia Bisa KPR J-19111,"Cisauk, Tangerang",Rp540.000.000,2,39 m²,72 m²
Rumah Siap KPR di Serpong Garden 1 Cluster Green Valley J-15857,"Cisauk, Tangerang",Rp510.000.000,2,34 m²,60 m²
Daru Metropolis Cluster Illinois Tipe 36/96,"Jambe, Tangerang",Rp376.000.000,2,36 m²,96 m²
Ayodhya Garden Tipe Clover 7x16,"Cikokol, Tangerang",Rp2.695.000.000,4,138 m²,112 m²
Myza – BSD City Tipe 41/30 Flathouse,"Pagedangan, Tangerang",Rp1.056.933.000,1,41 m²,30 m²
Cendana Botanic Tipe Villa,"Bojong Nangka, Tangerang",Rp846.141.527,2,55 m²,60 m²
Panorama Sepatan 1 Tipe 50/55,"Sepatan Timur, Tangerang",Rp621.100.000,2,50 m²,55 m²
Kana Park Cluster Maru Tipe 39,Tangerang,Rp643.621.120,2,39 m²,72 m²
Golden Park 3 Tipe Hera,"Cisauk, Tangerang",Rp695.800.000,3,59 m²,55 m²
Terranea Homes Tipe Azalea (1 lantai),"Pagedangan, Tangerang",Rp674.548.500,2,36 m²,60 m²
Panorama Sepatan 1 Tipe 55/60,"Sepatan Timur, Tangerang",Rp673.675.000,3,55 m²,60 m²
Panorama Sepatan 1 Tipe 45/50,"Sepatan Timur, Tangerang",Rp565.200.000,2,45 m²,50 m²
Golden Flower Legok Tipe Amaryllis Basic Plus,"Pagedangan, Tangerang",Rp501.000.000,1,21 m²,60 m²
Dijual Rumah 1lt Developer Jaya dekat Tol,"Sepatan, Tangerang",Rp490.000.000,2,31 m²,60 m²
"Rumah 2 Lantai Siap Huni di Lippo Karawaci, Free AC + Cashback Jutaan!","Karawaci, Tangerang",Rp900.000.000,2,55 m²,60 m²
Cluster Helsinki Tipe 27/72 – Daru Metropolis,"Jambe, Tangerang",Rp280.920.087,2,27 m²,72 m²
Lavon I Swancity Tipe B,"Sindang Jaya, Tangerang",Rp1.475.000.000,4,93 m²,77 m²
Cluster Basanta Tipe Burnet at Suvarna Sutera,"Cikupa, Tangerang",Rp1.249.800.000,3,101 m²,84 m²
Cluster Helsinki Tipe 22/72 – Daru Metropolis,"Jambe, Tangerang",Rp243.948.936,1,22 m²,72 m²
Dijual Cepat Rumah Cluster Citra Raya di Cikupa Tangerang,"Cikupa, Tangerang",Rp775.000.000,4,120 m²,120 m²
Cluster Basanta Tipe Bellflower at Suvarna Sutera,"Cikupa, Tangerang",Rp1.479.600.000,4,122 m²,96 m²
DIJUAL RUMAH MEWAH BSD - SIAP HUNI,"Gading Serpong, Tangerang",Rp5.500.000.000,4,210 m²,190 m²
Dijual Rumah Di Summarecon,Tangerang,Rp5.000.000.000,4,240 m²,180 m²
Rumah Baru Attic Strozzi di Gading serpong,"Gading Serpong, Tangerang",Rp3.120.000.000,3,161 m²,96 m²
DIJUAL RUMAH HOOK PISOK SEKTOR 5 BINTARO JAYA PONDOK RANJI CIPUTAT,"Pondok Ranji, Tangerang",Rp3.999.999.999,5,270 m²,237 m²
Dijual Rumah Di Summarecon,Tangerang,Rp4.700.000.000,4,193 m²,153 m²
DIJUAL RUMAH 2 LANTAI DENGAN HARGA MURAH - READY UNIT,"Karawaci, Tangerang",Rp800.000.000,3,120 m²,90 m²
Dijual Cepat Rumah Di Kreo Murah Dan Bisa Nego,"Kreo, Tangerang",Rp7.500.000.000,3,275 m²,858 m²
Rumah mewah harga murah tanpa bi cheking,"Cipondoh, Tangerang",Rp120.000.000,2,36 m²,60 m²
Dijual rumah Pondok Aren Almira Residence,"Pondok Aren, Tangerang",Rp1.900.000.000,5,214 m²,170 m²
"Rumah 3 Lantai di BSD, Bisa tanpa DP, Dekat Mall terbaru","Gading Serpong, Tangerang",Rp2.700.000.000,5,144 m²,84 m²
Rumah Modern 2 Lantai 3 Kt dekat CBD Ciledug Raya bisa KPR DP 0% SHM,"Ciledug, Tangerang",Rp1.020.000.000,3,60 m²,60 m²
"Rumah di Gading Serpong, Cluster Leonora, Ada Rooftop dan Dekat Danau","Gading Serpong, Tangerang",Rp2.363.000.000,3,125 m²,72 m²
Matera Residences Hunian Baru Full Marmer di Gading Serpong bisa KPR,"Gading Serpong, Tangerang",Rp6.300.000.000,4,208 m²,162 m²
rumah murah di gondrong kenanga cipondoh,"Cipondoh, Tangerang",Rp270.000.000,1,24 m²,30 m²
RUMAH 2 LANTAI SIAP HUNI,"Karawaci, Tangerang",Rp1.218.000.000,4,77 m²,72 m²
Golden Park 2 Tipe Ebony,"Cisauk, Tangerang",Rp850.000.000,2,42 m²,60 m²
Rumah Dijual di Foresh Hill Cluster Arcadia Okwood Bisa Nego J-12788,"Cisauk, Tangerang",Rp540.000.000,2,39 m²,72 m²
"Rumah luas dijual, jalan komplek lebar","Sudimara Barat, Tangerang",Rp1.200.000.000,2,128 m²,128 m²
Rumah di Serpong Garden Dekat Stasiun Cisauk Harga Nego KPR J-19526,"Cisauk, Tangerang",Rp1.260.000.000,2,54 m²,105 m²
Jual Rumah Minimalis Seken di Dasana Indah Gratis Renovasi J-18799,"Gading Serpong, Tangerang",Rp660.000.000,2,60 m²,60 m²
Rumah Siap Huni Double Decker (Basement) Tanpa DP,"Cikupa, Tangerang",Rp2.000.000.000,4,165 m²,72 m²
Rumah Dijual di Perumahan Karang Tengah Permai Harga Nego J-19654,"Pondok Aren, Tangerang",Rp2.180.000.000,3,120 m²,169 m²
Tanakayu Svadhi Tipe 5 - BSD City,"Pagedangan, Tangerang",Rp1.703.831.000,3,70 m²,50 m²
Daru Metropolis Cluster Jersey Tipe 22/72,"Jambe, Tangerang",Rp241.533.600,1,22 m²,72 m²
Rumah dekat stasiun tanpa BI cheking dp 2 juta all in,"Daru, Tangerang",Rp343.400.000,2,36 m²,72 m²
Daru Capital Tipe 27,"Jambe, Tangerang",Rp231.880.000,2,27 m²,60 m²
JUAL RUGI Rumah Baru CENDANA PEAK Karawaci SIAP HUNI,"Karawaci, Tangerang",Rp990.000.000,2,53 m²,50 m²
Daisan Swancity Tipe The Flexible,"Sindang Jaya, Tangerang",Rp1.464.000.000,3,98 m²,50 m²
Cluster Helsinki Tipe 22/60 – Daru Metropolis,"Jambe, Tangerang",Rp223.758.077,1,22 m²,60 m²
Cluster Dakota Tipe Diantha at Suvarna Sutera,"Cikupa, Tangerang",Rp2.063.700.000,3,147 m²,120 m²
Daru Capital Tipe 22,"Jambe, Tangerang",Rp198.800.000,1,22 m²,60 m²
Cluster Helsinki Tipe 36/72 – Daru Metropolis,"Jambe, Tangerang",Rp343.373.902,2,36 m²,72 m²
Lavon 2 Swancity Tipe G,"Sindang Jaya, Tangerang",Rp1.409.000.000,4,150 m²,63 m²
Suvarna Sutera - Cluster Eldora,"Pasar Kemis, Tangerang",Rp3.170.000.000,4,190 m²,160 m²
Lavon 2 Swancity Tipe F,"Sindang Jaya, Tangerang",Rp1.217.000.000,3,124 m²,54 m²
Lavon 2 Swancity Tipe H,"Sindang Jaya, Tangerang",Rp1.865.000.000,4,166 m²,72 m²
JUAL CEPAT RUMAH LAVON SWANCITY,Tangerang,Rp1.500.000.000,3,112 m²,96 m²
Lavon I Swancity Tipe E,"Sindang Jaya, Tangerang",Rp1.795.000.000,4,132 m²,112 m²
Cendana Botanic Type 2B,"Kelapa Dua, Tangerang",Rp894.000.000,3,68 m²,74 m²
Rumah Manggala Cipadu Raya,"Larangan, Tangerang",Rp11.500.000.000,6,300 m²,302 m²
Cluster Lavender Line1 Citra Raya,"Panongan, Tangerang",Rp775.000.000,4,120 m²,120 m²
Daisan Swancity Tipe The Courtyard,"Sindang Jaya, Tangerang",Rp3.600.000.000,4,165 m²,77 m²
Daru Capital Tipe 36,"Jambe, Tangerang",Rp313.880.000,2,36 m²,72 m²
Cluster Basanta Tipe Bloom at Suvarna Sutera,"Cikupa, Tangerang",Rp1.074.600.000,3,87 m²,72 m²
The Terrace at Ayodhya Garden Tipe Oak,"Cikokol, Tangerang",Rp1.250.000.000,2,63 m²,50 m²
Lavon I Swancity Tipe D,"Sindang Jaya, Tangerang",Rp1.607.000.000,3,112 m²,96 m²
Lavon 2 Swancity Tipe B+,"Sindang Jaya, Tangerang",Rp1.236.000.000,4,92 m²,77 m²
Cluster Dakota Tipe Datura at Suvarna Sutera,"Cikupa, Tangerang",Rp1.787.100.000,3,126 m²,105 m²
Lavon I Swancity Tipe C,"Sindang Jaya, Tangerang",Rp1.497.000.000,4,101 m²,84 m²
Cluster Edinburgh Tipe 36/96 – Daru Metropolis,"Jambe, Tangerang",Rp391.866.446,2,36 m²,96 m²
Cluster Edinburgh Tipe 52/96 – Daru Metropolis,"Jambe, Tangerang",Rp456.487.801,3,52 m²,96 m²
Rumah Modern Idaman 3 Lantai Di BSDCity,"Gading Serpong, Tangerang",Rp2.700.000.000,4,84 m²,144 m²
The Terrace at Ayodhya Garden Tipe Pine,"Cikokol, Tangerang",Rp2.050.000.000,4,105 m²,84 m²
Dijual Rumah di Metland Cileungsi Cluster Chrisant Dekat Mall J-21012,"Cileungsi, Bogor",Rp550.000.000,2,42 m²,135 m²
Dijual Rumah Mediteranian Style Sentul City,"Babakan Madang, Bogor",Rp4.950.000.000,4,300 m²,450 m²
Rumah Murah Luas 72m2 Citra Indah City Timur Cibubur,"Cileungsi, Bogor",Rp160.000.000,1,21 m²,72 m²
Dijual Rumah 2 lantai cukup bayar 10JT,"Cibinong, Bogor",Rp735.000.000,3,66 m²,66 m²
Jual Rumah di Bogor Cimanggu City 4 Kamar Tidur SHM,Bogor,Rp3.900.000.000,4,300 m²,645 m²
Dijual Rumah 2 Lantai dengan Dp fleksibel dan letak strategis,"Cibinong, Bogor",Rp759.000.000,3,66 m²,66 m²
Smart Home 45/150. Permai 4 Boulevard Cluster Terbaru Citra Indah City,"Cileungsi, Bogor",Rp930.030.000,2,45 m²,150 m²
Rumah Murah 3 Kamar di Citra Indah Jonggol,"Jonggol, Bogor",Rp365.000.000,3,65 m²,72 m²
Rumah Bagus Murah 68/90 Citra Indah Jonggol,"Cileungsi, Bogor",Rp380.000.000,3,68 m²,90 m²
Rumah Bagus Murah 90/109 Citra Indah City Timur Cibubur,"Cileungsi, Bogor",Rp560.000.000,3,90 m²,109 m²
Cluster Terbaru. Terdepan. Bukit Permai Extension.  Selangkah ke Mall,"Cileungsi, Bogor",Rp561.185.328,2,35 m²,90 m²
Dijual Rumah Murah 2 Lantai deket stasiun Bojonggede,"Cibinong, Bogor",Rp759.000.000,3,66 m²,66 m²
Dijual Rumah 2 Lantai dekat staisun Bojonggede,Bogor,Rp648.000.000,3,66 m²,66 m²
Ruma Semi Vila Ciawi Tali Pamijahan Bogor,"Ciawi, Bogor",Rp900.000.000,3,75 m²,1950 m²
Promo november rumah ready harga murah strategis 100jtaan akses mobil,"Cibinong, Bogor",Rp185.000.000,2,36 m²,50 m²
For Sale   rumah cibubur country.,"Gunung Putri, Bogor",Rp1.270.000.000,4,130 m²,150 m²
Di jual rumah di Bukit Golf rapih siap huni nyaman dan aman,"Gunung Putri, Bogor",Rp1.100.000.000,4,130 m²,118 m²
dijual rumah dicitraindah cileungsi,"Cileungsi, Bogor",Rp420.000.000,3,68 m²,90 m²
DIJUAL Rumah di dekat Jl. Raya Bogor,"Cileungsi, Bogor",Rp1.500.000.000,4,200 m²,309 m²
Dijual Rumah 2 lantai dengan konsep smarthome sistem,"Cibogor, Bogor",Rp735.000.000,3,66 m²,66 m²
Rumah Cluster Lokasi Strategis Kawasan Asri & Bebas Polusi,"Parung, Bogor",Rp900.000.000,2,47 m²,72 m²
"Rumah Syariah Depok, DP Hanya 20 Juta Skema Tanpa Riba Dekat Citayam","Tajur Halang, Bogor",Rp409.000.000,2,40 m²,72 m²
jual rumah mewah dan murah di Bogor The Boulevard,"Parung, Bogor",Rp650.000.000,2,36 m²,60 m²
LOKASI STRATEGIS DI KOTA BOGOR RUMAH BARU TANPA DP,"Tanah Sareal, Bogor",Rp593.000.000,2,45 m²,75 m²
Rumah 2 Kamar Tidur DP 0% Angsuran 2 Jutaan,"Cileungsi, Bogor",Rp304.734.436,2,30 m²,72 m²
"Dijual Rumah Bagus Di Limus Pratama Regency, Bisa Nego","Cileungsi, Bogor",Rp700.000.000,2,86 m²,86 m²
Perumahan Islami Eksklusif di Taman Yasmin Kota Bogor,"Bogor Barat - Kota, Bogor",Rp725.000.000,3,70 m²,72 m²
Rumah Overkredit Cicilan Tetap Sampai Lunas Di Cileungsi,"Klapanunggal, Bogor",Rp168.000.000,2,30 m²,60 m²
DI JUAL RUMAH MEWAH 2 LANTAI DI PEMDA CIBINONG HANYA 700 JUTAAN,"Cibinong, Bogor",Rp700.000.000,3,66 m²,60 m²
"Dijual rumah semi furniture di hoek tnh luas, di Citra Indah","Jonggol, Bogor",Rp1.800.000.000,3,150 m²,317 m²
Rumah minimalis amaya eco residence di dekat tol sentul,"Sentul City, Bogor",Rp949.000.000,3,68 m²,72 m²
Ecoardence cluster tahap 2 serpong paradise city,"Gunung Sindur, Bogor",Rp513.000.000,2,36 m²,60 m²
Rumah Smart Modern di Bojong gede promo DP 0%,"Bojong Gede, Bogor",Rp450.000.000,2,45 m²,60 m²
Rumah Muslim Syariah 1 Lantai Harga Murah Di Cibubr Cikeas Dekat Tol,"Bojong Nangka, Bogor",Rp590.000.000,2,40 m²,70 m²
"Rumah Baru Bangun Lt 72 di Meland Transyogi Murah dan Siap Huni Nego, Limited","Cileungsi, Bogor",Rp489.000.000,2,45 m²,72 m²
RUMAH BALI EKSKLUSIF 5 menit ke Stasiun,"Cibinong, Bogor",Rp683.800.000,2,40 m²,120 m²
"Rumah Baru Bangun Lt 72 di Meland Transyogi Murah dan Siap Huni Nego, Limited","Cileungsi, Bogor",Rp489.000.000,2,45 m²,72 m²
Di jual Rumah Di Sukadamai Green Residence full renov,"Tanah Sareal, Bogor",Rp900.000.000,2,80 m²,108 m²
RUMAH SIAP HUNI DI BOJONGGEDE FULLFURNISH,"Bojonggede, Bogor",Rp400.000.000,2,40 m²,72 m²
Rumah 2 Lantai Di Kota Wisata Murah,"Jonggol, Bogor",Rp1.500.000.000,2,100 m²,60 m²
dijual rumah di metland cileungsi,"Cileungsi, Bogor",Rp650.000.000,2,120 m²,45 m²
Dijual rumah dicibinong,"Cibinong, Bogor",Rp650.000.000,3,90 m²,128 m²
dijual rumah di Pekansari cibinong,"Cibinong, Bogor",Rp1.500.000.000,2,75 m²,144 m²
Dijual murah siap huni Puri Nirwana 3 Karadenan Bogor dekat stasiun,"Karadenan, Bogor",Rp500.000.000,2,21 m²,60 m²
Rumah nyaman dan luas di Gn. Batu Bogor,"Gunung Batu, Bogor",Rp10.000.000.000,5,200 m²,4500 m²
Dijual Cepat Rumah siap huni Bogor,Bogor,Rp975.000.000,3,180 m²,140 m²
dijual rumah 2 lantai di metland cileungsi,"Cileungsi, Bogor",Rp765.000.000,3,120 m²,84 m²
dijual rumah dicimanggu bogor,"Bogor Barat - Kota, Bogor",Rp2.500.000.000,4,416 m²,246 m²
3Juta Allin Langsung Akad Dekat Toll at The Boulevard Parung Bogor,"Parung, Bogor",Rp620.000.000,2,36 m²,60 m²
Townhouse Murah kota bogor ( Cimanggu Bharata ),"Bogor Barat - Kota, Bogor",Rp1.277.500.000,4,135 m²,103 m²
Rumah 2 Lantai Termurah di Taman Yasmin 5 Menit dari Pintu Tol,"Bogor Barat - Kota, Bogor",Rp760.000.000,3,70 m²,72 m²
jual rumah mewah dan murah di bogor,"Parung, Bogor",Rp917.000.000,3,55 m²,60 m²
Dijual Cepat Rumah dekat taman di Bukit Golf Cimanggis,"Gunung Putri, Bogor",Rp675.000.000,3,90 m²,78 m²
Rumah cantik 5 menit dari stasiun Daru,"Tenjo, Bogor",Rp139.000.000,2,36 m²,60 m²
Dijual Rumah Luas di Kota Wisata Cluster Bellwood Siap Nego J-21077,"Gunung Putri, Bogor",Rp5.300.000.000,6,350 m²,260 m²
Rumah minimalis siap huni cluster favorit,"Gunung Putri, Bogor",Rp2.800.000.000,4,210 m²,210 m²
Jual Rumah Minimalis di Kompleks Grand Nusa Indah Dekat Mall J-18578,"Cileungsi, Bogor",Rp550.000.000,2,54 m²,98 m²
