kamar_tidur,luas_bangunan_m2,luas_tanah_m2,kota,harga
9,530,184,jakarta_pusat,3100500000
2,41,120,jakarta_timur,500000000
5,320,185,jakarta_selatan,5000000000
4,155,90,jakarta_timur,3000000000
3,64,32,jakarta_barat,500000000
3,154,105,jakarta_utara,2500000000
3,90,88,jakarta_utara,2500000000
2,45,48,jakarta_barat,320000000
5,500,300,jakarta_utara,10000000000
4,220,84,jakarta_selatan,3667860000
5,124,141,jakarta_selatan,2800000000
4,180,90,jakarta_utara,2700000000
4,337,250,jakarta_timur,6500000000
10,300,158,jakarta_selatan,3100000000
3,90,90,jakarta_utara,2600000000
3,70,144,jakarta_selatan,1400000000
4,202,158,jakarta_selatan,4700000000
5,500,1050,jakarta_pusat,110000000000
3,80,128,jakarta_utara,1900000000
2,75,112,jakarta_selatan,2700000000
7,93,60,jakarta_selatan,1200000000
6,300,160,jakarta_selatan,4600000000
7,404,263,jakarta_timur,3325000000
3,100,40,jakarta_pusat,1450000000
2,60,60,jakarta_timur,700000000
2,60,30,jakarta_pusat,950000000
3,240,180,jakarta_barat,2350000000
5,100,105,jakarta_utara,1900000000
2,240,200,jakarta_selatan,17000000000
7,1200,717,jakarta_pusat,61000000000
5,198,105,jakarta_utara,2700000000
5,555,393,jakarta_selatan,19500000000
2,55,72,jakarta_barat,585000000
3,110,120,jakarta_timur,2250000000
3,140,70,jakarta_selatan,1950000000
3,170,110,jakarta_timur,1700000000
1,100,172,jakarta_utara,3100000000
8,2000,1375,jakarta_selatan,100000000000
5,250,230,jakarta_selatan,4950000000
5,250,118,jakarta_selatan,5000000000
3,114,84,jakarta_selatan,1000000000
4,200,145,jakarta_selatan,5000000000
6,400,320,jakarta_timur,3000000000
5,234,96,jakarta_utara,2900000000
3,250,330,jakarta_selatan,2450000000
4,300,200,jakarta_utara,6500000000
3,147,75,jakarta_utara,3512000000
3,166,140,jakarta_barat,3513900000
3,156,148,jakarta_timur,2550000000
2,88,40,jakarta_utara,1715000000
3,258,135,jakarta_utara,6233000000
4,212,105,jakarta_utara,4969000000
3,179,120,jakarta_utara,5326000000
2,88,70,jakarta_timur,1400000000
2,59,30,jakarta_timur,800000000
2,30,60,jakarta_barat,185000000
2,60,196,jakarta_timur,1200000000
3,110,105,jakarta_selatan,1100000000
4,166,84,jakarta_selatan,2400000000
4,180,105,jakarta_timur,5200000000
3,146,90,jakarta_timur,4400000000
2,80,50,jakarta_selatan,1000000000
3,120,93,jakarta_timur,845000000
2,35,36,jakarta_selatan,275000000
2,30,60,jakarta_barat,185000000
4,148,119,jakarta_barat,2238870000
3,120,84,jakarta_selatan,1200000000
2,75,80,jakarta_timur,1000000000
3,80,90,jakarta_barat,570000000
4,200,180,jakarta_timur,2600000000
3,200,216,jakarta_selatan,3000000000
5,312,312,jakarta_timur,2500000000
4,149,135,jakarta_selatan,2500000000
5,550,960,jakarta_selatan,29000000000
2,60,31,jakarta_timur,694000000
2,41,21,jakarta_pusat,520000000
6,500,500,jakarta_utara,11500000000
2,42,27,jakarta_barat,504885000
2,42,22,jakarta_timur,422950000
2,120,60,jakarta_barat,1100000000
4,250,135,jakarta_timur,4773585328
2,40,20,jakarta_timur,539000000
3,94,53,jakarta_pusat,2400000000
2,31,16,jakarta_timur,422000000
2,39,27,jakarta_barat,500000000
9,447,930,jakarta_utara,7900000000
7,350,67,jakarta_barat,6900000000
3,90,136,jakarta_timur,1480000000
2,77,39,jakarta_pusat,1390000000
3,60,43,jakarta_timur,749000000
2,40,20,jakarta_timur,539000000
2,39,20,jakarta_pusat,473000000
4,270,140,jakarta_selatan,4500000000
4,280,280,jakarta_selatan,6900000000
5,180,144,jakarta_timur,2300000000
4,120,90,jakarta_selatan,1250000000
2,42,27,jakarta_barat,494000000
3,132,70,jakarta_utara,3225000000
4,231,136,jakarta_timur,6000000000
3,203,200,jakarta_utara,7539000000
4,396,154,jakarta_selatan,7500000000
2,63,39,jakarta_timur,800000000
4,152,142,jakarta_timur,3011820000
4,121,104,jakarta_timur,2205840000
2,94,60,jakarta_utara,2210000000
4,197,117,jakarta_timur,5800000000
4,223,180,jakarta_timur,6200000000
3,132,72,jakarta_barat,2257200000
4,108,78,jakarta_timur,1654380000
2,90,90,jakarta_barat,2204900000
2,36,18,jakarta_pusat,375000000
3,70,43,jakarta_selatan,900000000
2,53,55,jakarta_timur,1300000000
3,101,51,jakarta_pusat,1850000000
3,90,70,jakarta_timur,1340000000
7,505,617,jakarta_selatan,10500000000
3,100,143,jakarta_timur,1425000000
4,300,240,jakarta_barat,5300000000
4,180,105,jakarta_timur,5200000000
4,231,136,jakarta_timur,6800000000
3,138,105,jakarta_timur,4600000000
2,45,90,jakarta_timur,650000000
2,88,57,jakarta_selatan,1300000000
6,250,102,jakarta_utara,2650000000
4,97,160,jakarta_timur,3069807488
6,200,270,jakarta_barat,3300000000
3,250,320,jakarta_timur,4070000000
4,200,175,jakarta_timur,3300000000
31,400,280,jakarta_selatan,3500000000
3,90,76,jakarta_timur,2350000000
2,39,20,jakarta_pusat,473000000
3,74,57,jakarta_timur,1300000000
1,134,79,jakarta_barat,1350000000
4,300,416,jakarta_selatan,16300000000
3,180,212,jakarta_selatan,8000000000
2,77,39,jakarta_pusat,1395000000
2,39,20,jakarta_barat,490000000
4,259,226,jakarta_selatan,5600000000
4,215,151,jakarta_selatan,3210000000
20,105,105,jakarta_utara,3600000000
5,231,163,jakarta_barat,3500000000
2,119,79,jakarta_barat,1350000000
4,200,160,jakarta_selatan,6000000000
3,60,78,jakarta_timur,710000000
2,54,60,jakarta_timur,830000000
5,400,325,jakarta_utara,18000000000
3,1050,1250,jakarta_pusat,125000000000
5,320,318,jakarta_selatan,5700000000
2,75,164,jakarta_timur,1130000000
4,400,730,jakarta_selatan,44000000000
4,186,70,jakarta_selatan,3180000000
4,197,117,jakarta_timur,5800000000
4,400,240,jakarta_timur,5800000000
3,130,61,jakarta_selatan,2488000000
3,106,90,jakarta_utara,3555000000
2,61,31,jakarta_timur,700000000
4,144,120,jakarta_timur,3100000000
3,124,75,jakarta_utara,3447000000
3,210,115,jakarta_selatan,6790000000
2,95,50,jakarta_utara,2319000000
3,124,60,jakarta_utara,2879000000
2,42,27,jakarta_barat,490000000
3,129,123,jakarta_selatan,3274000000
4,92,61,jakarta_pusat,2960000000
4,92,61,jakarta_pusat,2962000000
4,400,909,jakarta_pusat,56000000000
3,200,200,jakarta_utara,3800000000
3,94,53,jakarta_pusat,2280000000
5,450,360,jakarta_utara,11500000000
4,723,450,jakarta_utara,28000000000
3,100,119,jakarta_timur,1350000000
7,2550,1650,jakarta_utara,100000000000
3,300,260,jakarta_utara,5200000000
3,115,98,jakarta_timur,2850000000
4,105,136,jakarta_timur,1780000000
9,400,930,jakarta_utara,7900000000
2,58,30,jakarta_timur,828500000
2,42,22,jakarta_timur,524000000
4,400,300,jakarta_utara,8000000000
4,165,90,jakarta_utara,3320000000
3,110,120,jakarta_timur,2310000000
2,45,75,jakarta_timur,665000000
6,134,164,jakarta_timur,2450000000
1,350,526,jakarta_selatan,14000000000
3,160,102,jakarta_timur,2950000000
2,67,48,jakarta_timur,1329300000
6,360,519,jakarta_selatan,6900000000
2,115,75,jakarta_timur,1610000000
4,800,500,jakarta_barat,10200000000
5,450,245,jakarta_selatan,13600000000
2,70,90,jakarta_timur,1180000000
3,180,140,jakarta_selatan,2520000000
3,120,160,jakarta_barat,1926000000
2,76,58,jakarta_timur,2474000000
4,200,170,jakarta_timur,3300000000
4,115,230,jakarta_selatan,3750000000
4,170,100,jakarta_selatan,2160000000
2,50,71,jakarta_timur,830000000
4,117,100,jakarta_timur,1900000000
3,140,180,jakarta_timur,2110000000
3,145,78,jakarta_selatan,3465475000
4,85,71,jakarta_timur,1350000000
7,800,800,jakarta_selatan,19000000000
2,54,90,jakarta_timur,1250000000
4,127,58,jakarta_barat,2050000000
3,132,90,jakarta_timur,1200000000
5,230,148,jakarta_barat,3650000000
2,31,61,jakarta_timur,718700000
3,80,90,jakarta_selatan,1000000000
2,48,60,jakarta_barat,590000000
2,52,27,jakarta_timur,835000000
3,103,84,jakarta_timur,1900000000
3,127,90,jakarta_utara,5372000000
3,146,90,jakarta_timur,4000000000
2,58,30,jakarta_timur,800000000
3,151,90,jakarta_utara,4156000000
3,123,90,jakarta_timur,3600000000
4,180,105,jakarta_timur,5000000000
3,113,108,jakarta_barat,2686850000
4,193,105,jakarta_timur,5400000000
3,175,84,jakarta_utara,4034000000
4,180,105,jakarta_timur,5000000000
4,157,120,jakarta_utara,4895000000
4,220,200,jakarta_utara,7715000000
4,208,180,jakarta_utara,10460000000
2,39,20,jakarta_pusat,490000000
3,130,90,jakarta_barat,1860000000
11,800,525,jakarta_selatan,16900000000
3,90,112,jakarta_timur,2350000000
2,69,38,jakarta_selatan,892587600
4,150,143,jakarta_selatan,3590000000
7,455,365,jakarta_barat,5500000000
3,200,120,jakarta_utara,4350000000
6,83,155,jakarta_barat,3730000000
4,350,258,jakarta_utara,13500000000
2,59,30,jakarta_timur,695300000
2,68,45,jakarta_pusat,1400000000
2,70,129,jakarta_timur,1270000000
4,180,80,jakarta_barat,1500000000
2,50,71,jakarta_timur,940000000
2,53,55,jakarta_timur,1300000000
4,163,79,jakarta_pusat,1850000000
4,270,247,jakarta_selatan,9000000000
6,1800,1286,jakarta_utara,45000000000
2,42,27,jakarta_barat,504885000
2,96,96,jakarta_selatan,3900000000
2,39,20,jakarta_barat,485000000
4,110,67,jakarta_barat,2000000000
4,100,125,jakarta_selatan,2850000000
2,96,96,jakarta_barat,1100000000
4,120,90,jakarta_barat,2420000000
5,500,480,jakarta_timur,7500000000
2,96,128,jakarta_barat,2120000000
2,42,28,jakarta_barat,542800000
3,74,57,jakarta_timur,1633000000
4,225,100,jakarta_barat,2500000000
4,130,55,jakarta_selatan,1690000000
5,122,185,jakarta_selatan,4200000000
5,400,275,jakarta_timur,3750000000
2,37,22,jakarta_barat,497600000
2,70,40,jakarta_timur,799000000
3,54,27,jakarta_selatan,335000000
5,120,110,jakarta_timur,2680000000
10,800,665,jakarta_barat,10000000000
3,119,119,jakarta_timur,850000000
2,67,35,jakarta_selatan,841000000
2,42,22,jakarta_barat,500000000
3,175,160,jakarta_utara,6166000000
4,227,81,jakarta_selatan,4900000000
6,441,320,jakarta_timur,6500000000
3,105,128,jakarta_timur,1900000000
4,251,136,jakarta_selatan,7822080000
4,130,45,jakarta_selatan,3525000000
3,96,60,jakarta_utara,2726000000
4,190,144,jakarta_utara,8372000000
4,341,250,jakarta_utara,17756000000
7,130,38,jakarta_utara,2142000000
2,68,40,jakarta_utara,1525000000
4,223,91,jakarta_timur,2894000000
4,192,150,jakarta_utara,6069000000
3,138,105,jakarta_timur,3600000000
2,110,60,jakarta_utara,2360000000
3,102,105,jakarta_barat,3403593000
4,205,120,jakarta_barat,4084138899
2,30,60,jakarta_selatan,185000000
4,90,90,jakarta_timur,2410000000
3,120,86,jakarta_selatan,1500000000
3,123,90,jakarta_timur,4000000000
3,150,88,jakarta_timur,1580000000
3,94,53,jakarta_pusat,2280000000
3,137,124,jakarta_barat,2720000000
4,252,120,jakarta_timur,2890000000
7,600,300,jakarta_utara,12900000000
3,50,62,jakarta_timur,940000000
2,44,28,jakarta_barat,526516000
3,97,106,jakarta_timur,2407397000
3,180,203,jakarta_pusat,3000000000
2,77,39,jakarta_pusat,1395000000
4,336,250,jakarta_utara,10337400000
5,250,389,jakarta_timur,4200000000
3,92,99,jakarta_timur,1340000000
3,94,53,jakarta_pusat,2400000000
2,100,90,jakarta_barat,1900000000
2,60,41,jakarta_pusat,930000000
3,90,75,jakarta_timur,2350000000
2,45,60,jakarta_timur,525000000
3,124,78,jakarta_selatan,3400000000
4,274,200,jakarta_utara,7216200000
3,100,50,jakarta_selatan,950000000
2,200,200,jakarta_utara,2100000000
3,56,37,jakarta_pusat,1260000000
4,280,250,jakarta_utara,12000000000
4,204,150,jakarta_utara,5405400000
2,68,35,jakarta_selatan,841505000
3,90,76,jakarta_timur,2350000000
4,193,156,jakarta_timur,3754000000
2,40,60,jakarta_timur,560000000
4,200,124,jakarta_pusat,2500000000
4,500,203,jakarta_selatan,8700000000
4,147,50,jakarta_selatan,3750000000
5,250,502,jakarta_selatan,3100000000
2,72,49,jakarta_pusat,1176500000
2,39,20,jakarta_pusat,485000000
4,204,206,jakarta_selatan,9800000000
8,230,248,jakarta_selatan,2800000000
5,348,388,jakarta_selatan,6500000000
3,180,128,jakarta_timur,1900000000
5,180,104,jakarta_selatan,2600000000
3,68,44,jakarta_timur,955000000
2,41,21,jakarta_utara,451200000
6,400,200,jakarta_selatan,5600000000
3,146,106,jakarta_timur,2690000000
4,256,193,jakarta_pusat,6500000000
4,103,78,jakarta_timur,1654380000
6,250,180,jakarta_utara,3800000000
4,400,144,jakarta_utara,8500000000
3,70,64,jakarta_timur,1250000000
5,360,215,jakarta_barat,3160000000
4,600,620,jakarta_utara,25000000000
3,98,67,jakarta_barat,1800000000
5,330,1703,jakarta_selatan,14000000000
2,72,68,jakarta_pusat,1400000000
2,36,63,jakarta_selatan,750000000
2,107,128,jakarta_timur,2090000000
3,75,85,jakarta_timur,1200000000
3,57,74,jakarta_timur,1633500000
3,74,57,jakarta_timur,1633500000
2,70,30,jakarta_timur,825000000
3,108,90,jakarta_timur,2500000000
3,88,30,jakarta_pusat,1400000000
4,106,76,jakarta_pusat,3400000000
3,94,53,jakarta_pusat,2400000000
3,90,58,jakarta_timur,2450000000
2,41,21,jakarta_barat,520000000
3,92,61,jakarta_pusat,2962000000
2,77,39,jakarta_pusat,1360125000
3,94,53,jakarta_pusat,2400000000
4,85,66,jakarta_barat,1250000000
2,31,16,jakarta_timur,422950000
3,62,36,jakarta_selatan,958392000
3,72,60,jakarta_timur,800000000
3,73,25,jakarta_pusat,992300000
4,200,200,jakarta_selatan,3500000000
3,70,54,jakarta_timur,1600000000
3,60,50,jakarta_timur,700000000
2,45,29,jakarta_timur,674300000
3,72,45,jakarta_timur,1058090000
2,36,60,jakarta_timur,450000000
4,150,210,jakarta_timur,3700000000
2,50,30,jakarta_timur,800250000
2,40,20,jakarta_barat,478000000
2,59,30,jakarta_timur,695000000
2,39,20,jakarta_pusat,473000000
4,400,470,jakarta_selatan,19000000000
2,59,30,jakarta_timur,695300000
7,213,189,jakarta_selatan,4800000000
4,92,61,jakarta_pusat,2962000000
3,90,58,jakarta_timur,2473684210
3,77,39,jakarta_pusat,1395000000
3,72,59,jakarta_timur,900000000
2,41,21,jakarta_pusat,497000000
4,135,105,jakarta_selatan,2799999000
2,47,24,jakarta_pusat,630600000
2,37,22,jakarta_barat,497600000
4,111,80,jakarta_pusat,3550000000
3,100,47,jakarta_barat,1485000000
2,43,29,jakarta_barat,650000000
2,39,20,jakarta_utara,451200000
3,87,103,jakarta_timur,1000000000
2,80,54,jakarta_selatan,1000000000
5,155,84,jakarta_selatan,3077000000
2,39,20,jakarta_pusat,473000000
3,105,105,jakarta_barat,1700000000
2,30,60,jakarta_timur,185000000
3,94,53,jakarta_pusat,2400000000
2,30,60,jakarta_selatan,185000000
2,39,20,jakarta_pusat,473000000
2,30,60,jakarta_pusat,185000000
3,130,73,jakarta_selatan,2140000000
4,195,105,jakarta_timur,3989000000
6,360,229,jakarta_utara,5200000000
3,120,126,jakarta_selatan,2800000000
5,165,60,jakarta_selatan,4950000000
4,130,128,jakarta_timur,1350000000
5,370,204,jakarta_utara,1950000000
3,24,93,jakarta_utara,550000000
3,100,82,jakarta_timur,1000000000
3,230,162,jakarta_barat,2500000000
3,200,136,jakarta_utara,5900000000
4,230,162,jakarta_barat,2500000000
6,837,366,jakarta_utara,13000000000
5,148,72,jakarta_selatan,3030000000
4,120,105,jakarta_timur,1650000000
4,250,291,jakarta_pusat,8000000000
5,200,95,jakarta_selatan,2750000000
3,67,48,jakarta_timur,1329000000
2,42,22,jakarta_timur,524000000
4,1600,425,jakarta_utara,36000000000
2,79,43,jakarta_selatan,840000000
6,400,508,jakarta_pusat,15500000000
4,260,258,jakarta_selatan,4600000000
2,72,49,jakarta_pusat,1176500000
3,90,76,jakarta_timur,2350000000
6,350,270,jakarta_barat,10000000000
4,230,126,jakarta_selatan,4200000000
5,220,123,jakarta_selatan,3600000000
3,300,643,jakarta_selatan,10000000000
3,94,54,jakarta_pusat,2280000000
3,80,54,jakarta_pusat,1940000000
3,74,57,jakarta_timur,1633500000
3,140,90,bekasi,1490000000
4,160,105,bekasi,1820000000
4,250,150,bekasi,2680000000
4,300,254,bekasi,3750000000
2,30,60,bekasi,535000000
3,75,90,bekasi,1400000000
3,100,90,bekasi,1500000000
3,90,84,bekasi,1180000000
3,130,112,bekasi,1600000000
3,76,67,bekasi,858000000
2,45,60,bekasi,300000000
4,150,360,bekasi,4300000000
3,140,138,bekasi,1430000000
3,65,75,bekasi,800000000
3,65,75,bekasi,800000000
2,36,60,bekasi,550000000
4,110,138,bekasi,1280000000
2,50,72,bekasi,475000000
2,50,60,bekasi,300000000
3,120,97,bekasi,1250000000
3,84,72,bekasi,1250000000
3,66,54,bekasi,850000000
3,66,54,bekasi,850000000
3,73,57,bekasi,879000000
3,70,83,bekasi,980000000
2,45,72,bekasi,365000000
2,59,75,bekasi,670000000
3,80,90,bekasi,1100000000
3,69,66,bekasi,1305000000
3,60,50,bekasi,776000000
3,135,113,bekasi,690000000
7,560,470,bekasi,4700000000
3,160,102,bekasi,1200000000
2,45,120,bekasi,975000000
2,31,31,bekasi,360000000
3,70,100,bekasi,1011400000
2,36,60,bekasi,400000000
4,180,105,bekasi,2200000000
2,40,72,bekasi,632500000
2,167,240,bekasi,1400000000
2,140,180,bekasi,1400000000
2,50,60,bekasi,390000000
4,100,150,bekasi,900000000
2,41,60,bekasi,495000000
3,125,120,bekasi,1300000000
3,140,90,bekasi,980000000
3,90,100,bekasi,985000000
2,60,60,bekasi,330000000
3,76,70,bekasi,859000000
3,76,70,bekasi,860000000
2,80,102,bekasi,800000000
2,50,72,bekasi,550000000
3,120,60,bekasi,590000000
3,85,84,bekasi,815000000
2,75,224,bekasi,1400000000
2,70,74,bekasi,600000000
3,40,60,bekasi,550000000
2,41,60,bekasi,363300000
3,73,60,bekasi,886200000
3,70,75,bekasi,675500000
2,41,60,bekasi,363300000
2,36,60,bekasi,363300000
2,36,60,bekasi,363300000
3,76,70,bekasi,859000000
2,36,60,bekasi,366795000
3,69,90,bekasi,920000000
2,36,60,bekasi,550000000
2,40,75,bekasi,563000000
3,36,70,bekasi,350000000
3,85,83,bekasi,815000000
3,85,83,bekasi,815000000
3,85,83,bekasi,815000000
2,57,65,bekasi,795000000
2,30,60,bekasi,323529000
2,60,60,bekasi,279000000
2,54,97,bekasi,650000000
3,76,67,bekasi,858000000
3,120,120,bekasi,700000000
3,70,49,bekasi,560000000
3,90,69,bekasi,985000000
2,36,69,bekasi,399000000
3,90,117,bekasi,750000000
2,36,72,bekasi,450000000
2,36,60,bekasi,700000000
2,36,60,bekasi,363300000
2,30,60,bekasi,168000000
3,250,177,bekasi,3250000000
4,108,90,bekasi,2100000000
4,100,114,bekasi,1250000000
6,430,300,bekasi,3220000000
2,70,90,bekasi,1350000000
3,200,165,bekasi,1700000000
3,70,77,bekasi,850000000
4,160,120,bekasi,2250000000
2,41,60,bekasi,363300000
2,45,63,bekasi,750000000
4,161,131,bekasi,2350000000
3,76,70,bekasi,859000000
7,300,348,bekasi,2250000000
5,900,1987,bekasi,10000000000
4,200,190,bekasi,1340000000
3,200,114,bekasi,785000000
4,100,90,bekasi,1200000000
3,108,90,bekasi,2400000000
2,75,95,bekasi,951000000
2,30,60,bekasi,179700000
2,30,60,bekasi,260000000
2,41,60,bekasi,363300000
3,70,50,bekasi,560000000
3,135,200,bekasi,2100000000
2,36,60,bekasi,445000000
3,200,200,bekasi,2900000000
2,45,65,bekasi,465000000
3,120,140,bekasi,1500000000
2,30,60,bekasi,400000000
3,65,75,bekasi,800000000
4,200,214,bekasi,1150000000
3,73,57,bekasi,879000000
3,66,54,bekasi,850000000
3,97,63,bekasi,784500000
3,66,54,bekasi,850000000
2,60,75,bekasi,350000000
2,36,60,bekasi,366795000
2,50,60,bekasi,425000000
1,24,84,bekasi,425000000
2,35,72,bekasi,450000000
2,36,60,bekasi,560000000
2,45,55,bekasi,508000000
3,72,74,bekasi,786000000
2,36,60,bekasi,470000000
2,36,52,bekasi,470000000
3,80,65,bekasi,950000000
4,180,137,bekasi,2700000000
3,83,96,bekasi,775000000
3,95,128,bekasi,735000000
2,36,72,bekasi,350000000
3,90,102,bekasi,950000000
3,70,95,bekasi,1475000000
2,174,124,bekasi,1900000000
2,55,60,bekasi,718000000
2,40,60,bekasi,525000000
3,75,90,bekasi,1500000000
2,50,58,bekasi,650000000
3,71,70,bekasi,800000000
2,40,72,bekasi,500000000
4,77,126,bekasi,900000000
2,38,70,bekasi,540000000
2,57,150,bekasi,1750000000
4,111,204,bekasi,1695000000
3,65,77,bekasi,640000000
4,247,197,bekasi,2500000000
2,57,65,bekasi,795000000
2,45,84,bekasi,650000000
2,76,100,bekasi,1300000000
4,202,200,bekasi,4250000000
4,106,120,bekasi,2400000000
4,130,105,bekasi,1600000000
2,36,72,bekasi,450000000
3,80,70,bekasi,1100000000
3,92,72,bekasi,1270000000
4,156,129,bekasi,995000000
3,75,68,bekasi,780000000
6,220,138,bekasi,3300000000
2,40,68,bekasi,710000000
3,71,123,bekasi,1449000000
5,145,168,bekasi,1600000000
2,60,36,bekasi,445000000
2,70,42,bekasi,525000000
2,40,72,bekasi,767000000
2,52,72,bekasi,939000000
2,71,71,bekasi,650000000
2,40,60,bekasi,428000000
2,45,84,bekasi,465000000
3,100,144,bekasi,1300000000
3,110,154,bekasi,1600000000
3,200,144,bekasi,2300000000
3,120,75,bekasi,1500000000
3,130,65,bekasi,750000000
2,69,84,bekasi,750000000
2,124,40,bekasi,700000000
3,251,600,bekasi,5500000000
2,127,150,bekasi,900000000
2,60,60,bekasi,520000000
3,60,72,bekasi,380000000
3,85,84,bekasi,815000000
3,110,81,bekasi,1300000000
2,60,136,bekasi,890000000
3,250,328,bekasi,2200000000
3,125,98,bekasi,1650000000
4,150,187,bekasi,2200000000
3,200,242,bekasi,2650000000
3,56,60,bekasi,1100000000
4,120,160,bekasi,1350000000
4,160,180,bekasi,1500000000
4,250,180,bekasi,3200000000
4,160,98,bekasi,1375000000
3,160,128,bekasi,1550000000
4,250,180,bekasi,2370000000
5,250,300,bekasi,3950000000
4,400,300,bekasi,3050000000
4,250,160,bekasi,3000000000
6,330,320,bekasi,2900000000
4,250,200,bekasi,2900000000
4,200,144,bekasi,1600000000
3,95,72,bekasi,1360000000
2,179,70,bekasi,825000000
3,127,180,bekasi,2550000000
3,160,108,bekasi,1850000000
3,110,89,bekasi,890000000
4,220,170,bekasi,2700000000
5,190,135,bekasi,1450000000
3,110,195,bekasi,1500000000
4,250,180,bekasi,2370000000
4,240,240,bekasi,2600000000
3,345,375,bekasi,3600000000
3,70,120,bekasi,875000000
4,200,180,bekasi,2600000000
4,150,169,bekasi,1600000000
5,200,139,bekasi,1100000000
6,123,246,bekasi,1350000000
2,58,60,bekasi,1024270000
2,30,60,bekasi,181000000
2,90,75,bekasi,1100000000
2,45,71,bekasi,750000000
2,30,60,bekasi,181000000
3,112,80,bekasi,1450000000
3,110,120,bekasi,702000000
2,29,60,bekasi,181000000
2,34,60,bekasi,168000000
2,36,90,bekasi,181000000
2,42,72,bekasi,475000000
3,85,99,bekasi,1000000000
2,42,66,bekasi,489000000
2,55,75,bekasi,360000000
3,230,120,bekasi,3000000000
2,97,42,bekasi,660000000
2,47,60,bekasi,810000000
4,180,153,bekasi,1350000000
3,65,91,bekasi,708000000
4,300,300,bekasi,4200000000
2,55,60,bekasi,745000000
3,120,84,bekasi,700000000
3,66,69,bekasi,1088500000
2,60,90,bekasi,800000000
2,36,60,bekasi,417000000
2,30,60,bekasi,181000000
2,36,60,bekasi,350000000
2,170,90,bekasi,1125000000
2,85,100,bekasi,875000000
2,45,60,bekasi,675000000
3,100,65,bekasi,899000000
5,300,263,bekasi,3000000000
3,256,256,bekasi,3500000000
2,72,98,bekasi,930000000
2,46,60,bekasi,450000000
4,330,320,bekasi,2750000000
4,153,128,bekasi,1700000000
3,89,120,bekasi,1025000000
4,160,200,bekasi,2500000000
5,256,240,bekasi,4190000000
3,100,128,bekasi,880000000
2,60,90,bekasi,675000000
2,60,80,bekasi,825000000
4,180,90,bekasi,1500000000
3,180,144,bekasi,1500000000
2,50,84,bekasi,680000000
4,197,162,bekasi,2500000000
5,250,112,bekasi,1800000000
3,156,120,bekasi,1650000000
3,157,205,bekasi,1950000000
2,32,66,bekasi,800000000
2,90,120,bekasi,1550000000
4,110,119,bekasi,2000000000
2,60,90,bekasi,750000000
3,160,133,bekasi,2300000000
5,300,220,bekasi,3800000000
3,150,342,bekasi,4800000000
3,116,134,bekasi,980000000
5,270,316,bekasi,3250000000
3,144,260,bekasi,1750000000
2,45,90,bekasi,1090000000
2,94,84,bekasi,875000000
3,78,65,bekasi,795000000
3,110,129,bekasi,1280000000
2,36,90,bekasi,374000000
6,200,220,bekasi,1100000000
2,57,100,bekasi,389000000
2,60,36,bekasi,410000000
4,124,135,bekasi,1900000000
3,120,160,bekasi,1150000000
2,80,760,bekasi,850000000
3,400,245,bekasi,4950000000
3,130,78,bekasi,1050000000
4,70,203,bekasi,2400000000
2,39,60,bekasi,848000000
2,45,60,bekasi,325000000
2,48,78,bekasi,525000000
5,171,180,bekasi,2600000000
3,84,142,bekasi,1730500000
3,138,80,bekasi,1721000000
3,60,115,bekasi,1317500000
2,110,100,bekasi,775000000
2,45,60,bekasi,286000000
2,90,90,bekasi,1050000000
4,150,200,bekasi,980000000
3,110,105,bekasi,750000000
3,200,180,bekasi,2100000000
2,120,105,bekasi,1700000000
3,99,96,bekasi,1200000000
3,132,309,bekasi,2990000000
3,71,210,bekasi,2200000000
3,70,210,bekasi,1900000000
2,70,117,bekasi,1200000000
4,90,299,bekasi,1250000000
2,45,84,bekasi,700000000
6,350,800,bekasi,5000000000
2,67,90,bekasi,1200000000
3,170,128,bekasi,1550000000
3,144,180,bekasi,2600000000
4,450,245,bekasi,2750000000
4,400,359,bekasi,5200000000
4,200,240,bekasi,2700000000
2,92,119,bekasi,1400000000
4,400,300,bekasi,3200000000
4,75,69,bekasi,1450000000
2,130,90,bekasi,1500000000
4,150,119,bekasi,2100000000
3,115,248,bekasi,3100000000
3,160,133,bekasi,2500000000
3,48,90,bekasi,1250000000
5,1200,1500,bekasi,15000000000
4,100,150,bekasi,1600000000
4,202,200,bekasi,4750000000
2,60,52,bekasi,768000000
3,200,213,bekasi,2360000000
3,400,245,bekasi,4950000000
4,80,91,bekasi,1150000000
2,72,110,bekasi,750000000
2,95,260,bekasi,800000000
3,350,200,bekasi,2650000000
3,105,75,bekasi,985000000
4,450,1102,bekasi,7600000000
3,120,160,bekasi,1470000000
2,55,162,bekasi,1800000000
3,90,150,bekasi,1950000000
5,220,170,bekasi,3200000000
4,135,153,bekasi,2200000000
4,349,400,bekasi,9500000000
4,240,126,bekasi,1700000000
2,30,60,bekasi,181000000
2,60,45,bekasi,475000000
2,60,72,bekasi,420000000
2,36,112,bekasi,400000000
2,40,72,bekasi,526300000
2,55,75,bekasi,375000000
2,55,72,bekasi,360000000
5,425,500,bekasi,7000000000
2,90,90,bekasi,975000000
5,170,214,bekasi,3500000000
2,30,60,bekasi,181000000
2,80,110,bekasi,800000000
3,138,80,bekasi,1656000000
2,95,36,bekasi,550000000
2,90,42,bekasi,625000000
3,75,60,bekasi,895000000
2,60,60,bekasi,450000000
2,50,66,bekasi,595000000
4,150,136,bekasi,3500000000
2,90,112,bekasi,950000000
